asset_ref,no_damage,slight,moderate,extreme,complete
a5244,4.515154619E+01,1.702740871E-01,2.841339487E-01,1.905117930E-01,2.035339843E-01
a5245,4.492594137E+01,2.158298797E-01,3.603512967E-01,2.415653047E-01,2.563121532E-01
a5246,4.441717977E+01,3.173106456E-01,5.310665049E-01,3.567006601E-01,3.777424157E-01
a5247,4.506944181E+01,1.872270220E-01,3.124067631E-01,2.093161554E-01,2.216082502E-01
a5248,4.472809946E+01,2.556153455E-01,4.270799052E-01,2.863773699E-01,3.028279199E-01
a5249,4.473885901E+01,2.452872411E-01,4.132075304E-01,2.816253437E-01,3.210208733E-01
a525,3.037932440E+01,3.597833775E-01,2.044479409E-01,4.527012818E-02,1.117415560E-02
a5250,4.496482812E+01,2.077532512E-01,3.469334832E-01,2.327104242E-01,2.477747226E-01
a5251,4.510549820E+01,1.796383088E-01,2.998154790E-01,2.010269700E-01,2.140210372E-01
a5252,4.576342801E+01,2.487507343E-01,4.153994395E-01,2.783715586E-01,2.940502528E-01
a5253,4.634602457E+01,1.326261986E-01,2.206059622E-01,1.471370890E-01,1.536061792E-01
a5254,4.566058496E+01,2.693342190E-01,4.500667557E-01,3.017844543E-01,3.182296095E-01
a5255,4.611357956E+01,1.776975427E-01,2.966148721E-01,1.989871951E-01,2.131208275E-01
a5256,4.580968664E+01,2.379311214E-01,3.979862245E-01,2.676082138E-01,2.867878029E-01
a5257,4.575321099E+01,2.462396213E-01,4.132516813E-01,2.795994580E-01,3.076982491E-01
a5258,4.590270077E+01,2.203678423E-01,3.680413584E-01,2.468453118E-01,2.620447167E-01
a5259,4.528099462E+01,3.430835359E-01,5.752884829E-01,3.875486727E-01,4.130846930E-01
a526,3.044404928E+01,3.179319858E-01,1.834426134E-01,4.241314695E-02,1.216297098E-02
a5260,4.609525458E+01,1.813322908E-01,3.026899416E-01,2.030637751E-01,2.176594093E-01
a5261,4.593135835E+01,2.142802074E-01,3.579037277E-01,2.401582345E-01,2.562994825E-01
a5262,4.655202995E+01,2.891654765E-01,4.841609687E-01,3.257951301E-01,3.488484779E-01
a5263,4.663013704E+01,2.671016170E-01,4.498512312E-01,3.063357230E-01,3.465743877E-01
a5264,4.714815222E+01,1.715449750E-01,2.860221547E-01,1.914827028E-01,2.027979463E-01
a5265,4.663390070E+01,2.646803606E-01,4.461190027E-01,3.044009962E-01,3.508989451E-01
a5266,4.769637432E+01,2.583503157E-01,4.332433231E-01,2.926622509E-01,3.193697930E-01
a5267,4.744709154E+01,3.083686898E-01,5.170553689E-01,3.488336189E-01,3.786507859E-01
a5268,4.806374499E+01,1.877725560E-01,3.133678731E-01,2.101446615E-01,2.249699191E-01
a5269,4.766234716E+01,2.589242780E-01,4.362654991E-01,2.976324798E-01,3.448305797E-01
a527,3.035009259E+01,3.694317054E-01,2.148020890E-01,5.048121562E-02,1.519240103E-02
a5270,4.821555923E+01,1.577547191E-01,2.630497733E-01,1.762053599E-01,1.874309180E-01
a5271,4.828148740E+01,3.439675397E-01,5.760658825E-01,3.873819321E-01,4.110972451E-01
a5272,4.870563596E+01,2.601041418E-01,4.344132858E-01,2.912304894E-01,3.086161186E-01
a5273,4.878238395E+01,2.447858709E-01,4.087439501E-01,2.739897870E-01,2.900964377E-01
a5274,4.812831291E+01,3.799311128E-01,6.344857716E-01,4.238510059E-01,4.334191955E-01
a5275,5.020124689E+01,1.609053818E-01,2.682165848E-01,1.795511255E-01,1.900800143E-01
a5276,4.905808781E+01,3.904564671E-01,6.535946780E-01,4.386366046E-01,4.592244437E-01
a5277,4.953372768E+01,2.860218945E-01,4.816788936E-01,3.279410655E-01,3.706304635E-01
a5278,5.002740225E+01,1.952678451E-01,3.258273118E-01,2.184196964E-01,2.330829011E-01
a5279,4.964413762E+01,2.726592739E-01,4.553861083E-01,3.052236997E-01,3.225932965E-01
a528,3.044686381E+01,3.175987854E-01,1.824270301E-01,4.166469339E-02,1.144568453E-02
a5280,5.001372264E+01,1.984084820E-01,3.310191347E-01,2.217802908E-01,2.350694533E-01
a5281,5.075126941E+01,2.512863521E-01,4.195566434E-01,2.811692026E-01,2.967183905E-01
a5282,5.090080075E+01,2.197489419E-01,3.671678033E-01,2.466685799E-01,2.656139298E-01
a5283,4.974760425E+01,4.551812873E-01,7.616179908E-01,5.099936691E-01,5.256028071E-01
a5284,5.081289064E+01,2.392665770E-01,3.991592541E-01,2.671831468E-01,2.815003844E-01
a5285,5.051979810E+01,2.943048677E-01,4.932600353E-01,3.326834428E-01,3.599535519E-01
a5286,5.152167889E+01,2.884639810E-01,4.856839160E-01,3.305919727E-01,3.735812391E-01
a5287,5.154033953E+01,2.864284529E-01,4.815390999E-01,3.268499836E-01,3.648429313E-01
a5288,5.101870662E+01,3.995291624E-01,6.683033950E-01,4.479199346E-01,4.655408857E-01
a5289,5.174705596E+01,2.516945295E-01,4.203150544E-01,2.818438601E-01,2.990905999E-01
a529,2.990345931E+01,6.434394870E-01,3.609521414E-01,7.619744149E-02,1.595161678E-02
a5290,5.155658392E+01,2.843699725E-01,4.775743222E-01,3.235128407E-01,3.579589471E-01
a5291,5.242593366E+01,3.112294336E-01,5.222524741E-01,3.530810807E-01,3.875033474E-01
a5292,5.246523298E+01,2.989517060E-01,5.033881835E-01,3.427545455E-01,3.896725807E-01
a5293,5.300527705E+01,1.997748434E-01,3.333224413E-01,2.234321220E-01,2.381935436E-01
a5294,5.274167706E+01,2.534843523E-01,4.230409852E-01,2.833200363E-01,2.984775642E-01
a5295,5.296624332E+01,2.075972543E-01,3.463913569E-01,2.321854478E-01,2.475826226E-01
a5296,5.403624893E+01,1.932815437E-01,3.225454511E-01,2.163371298E-01,2.315869412E-01
a5297,5.363373122E+01,2.716128043E-01,4.547136744E-01,3.063944436E-01,3.335478600E-01
a5298,5.345095965E+01,3.007005615E-01,5.065137376E-01,3.452318779E-01,3.965941736E-01
a5299,5.373302440E+01,2.550960970E-01,4.256331270E-01,2.850011195E-01,3.012452544E-01
a53,1.960812469E+00,2.191489532E-02,1.297223901E-02,3.196912551E-03,1.103484421E-03
a530,2.973856398E+01,7.271940348E-01,4.170550915E-01,9.309616536E-02,2.409073128E-02
a5300,5.445508093E+01,3.106802821E-01,5.190060605E-01,3.479191061E-01,3.673136213E-01
a5301,5.414482637E+01,3.744199428E-01,6.254719658E-01,4.186728919E-01,4.366088327E-01
a5302,5.440961853E+01,3.135956383E-01,5.262987330E-01,3.560802131E-01,3.944068888E-01
a5303,5.465128940E+01,2.723921833E-01,4.543859686E-01,3.039643901E-01,3.179680547E-01
a5304,5.454020457E+01,2.868306108E-01,4.818427594E-01,3.267221682E-01,3.643998897E-01
a5305,5.446047127E+01,3.097343149E-01,5.173996425E-01,3.468013726E-01,3.655933977E-01
a5306,5.440165005E+01,3.108300547E-01,5.235658492E-01,3.567391414E-01,4.072148997E-01
a5307,5.481214844E+01,2.392315808E-01,3.990389431E-01,2.671450028E-01,2.824360345E-01
a5308,5.412364272E+01,3.791092001E-01,6.332500444E-01,4.237316281E-01,4.402664074E-01
a5309,5.536227963E+01,3.271343635E-01,5.475298962E-01,3.683145000E-01,3.947416120E-01
a531,3.096420005E+01,5.985879258E-01,3.420963697E-01,7.605757090E-02,1.905807919E-02
a5310,5.576250313E+01,2.482850420E-01,4.145976356E-01,2.781220899E-01,2.964920988E-01
a5311,5.679070855E+01,2.432270084E-01,4.057711173E-01,2.717851585E-01,2.885081613E-01
a5312,5.676923164E+01,2.464300108E-01,4.116434384E-01,2.763812081E-01,2.963136989E-01
a5313,5.645639417E+01,3.027273382E-01,5.084893219E-01,3.447982972E-01,3.875908708E-01
a5314,5.663365833E+01,2.752556526E-01,4.592163537E-01,3.073864238E-01,3.244832382E-01
a5315,5.602673726E+01,3.960060948E-01,6.626419970E-01,4.449135228E-01,4.697011241E-01
a5316,5.802427419E+01,1.942286164E-01,3.246020420E-01,2.184355138E-01,2.384596379E-01
a5317,5.758516182E+01,2.840071708E-01,4.743203652E-01,3.181176757E-01,3.383929689E-01
a5318,5.755396724E+01,2.919265544E-01,4.868623648E-01,3.255799644E-01,3.416638773E-01
a5319,5.806176104E+01,1.891817633E-01,3.153028738E-01,2.109899305E-01,2.227643914E-01
a532,3.121877396E+01,4.508057724E-01,2.578249880E-01,5.779585712E-02,1.479942200E-02
a5320,5.912014041E+01,1.799032530E-01,2.987098794E-01,1.984621173E-01,2.027843361E-01
a5321,5.794948733E+01,4.088932342E-01,6.854350066E-01,4.617946270E-01,4.943898026E-01
a5322,5.869696292E+01,2.624402906E-01,4.378000791E-01,2.931154597E-01,3.096812503E-01
a5323,5.810556253E+01,3.767864749E-01,6.317283480E-01,4.260610499E-01,4.598615972E-01
a5324,5.878439168E+01,4.478527960E-01,7.483803173E-01,5.007870736E-01,5.185881300E-01
a5325,5.926484011E+01,3.379263212E-01,5.690522172E-01,3.875067356E-01,4.406746204E-01
a5326,5.963901971E+01,2.737726201E-01,4.568556653E-01,3.060388796E-01,3.243131205E-01
a5327,5.990462990E+01,2.179985963E-01,3.644537024E-01,2.453217006E-01,2.675960980E-01
a5328,5.976297518E+01,2.488446738E-01,4.152190946E-01,2.782045646E-01,2.947564854E-01
a5329,5.966161378E+01,2.689291676E-01,4.487545667E-01,3.006614683E-01,3.200410204E-01
a533,3.149017508E+01,2.920231178E-01,1.680535774E-01,3.870272889E-02,1.104549561E-02
a5330,6.067989594E+01,2.659091480E-01,4.435382165E-01,2.969272208E-01,3.137294754E-01
a5331,6.086076998E+01,2.284548233E-01,3.812253985E-01,2.556472480E-01,2.739025529E-01
a5332,6.135000563E+01,3.317908547E-01,5.542056333E-01,3.715393288E-01,3.924585548E-01
a5333,6.128450855E+01,3.455480522E-01,5.769973944E-01,3.864852074E-01,4.064607965E-01
a5334,6.151086866E+01,2.995558364E-01,5.001552750E-01,3.352306563E-01,3.541895732E-01
a5335,6.239110821E+01,3.222894276E-01,5.389131713E-01,3.620939807E-01,3.855952121E-01
a5336,6.177634811E+01,4.482026596E-01,7.492238074E-01,5.019384492E-01,5.242869751E-01
a5337,6.347981539E+01,3.050513200E-01,5.094448564E-01,3.417020860E-01,3.639863475E-01
a5338,6.313553105E+01,3.752806493E-01,6.269722598E-01,4.202100877E-01,4.420059524E-01
a5339,6.338581682E+01,3.245142871E-01,5.418829953E-01,3.632157492E-01,3.845701456E-01
a534,3.142856372E+01,3.265640191E-01,1.886272521E-01,4.369389780E-02,1.255111470E-02
a5340,6.410883248E+01,3.691130489E-01,6.214759557E-01,4.229682847E-01,4.776102262E-01
a5341,6.434124733E+01,3.330213218E-01,5.563365963E-01,3.731851651E-01,3.962095847E-01
a5342,6.425631302E+01,3.449268734E-01,5.782823006E-01,3.906188600E-01,4.298589426E-01
a5343,6.457683902E+01,2.816520497E-01,4.719808650E-01,3.188244884E-01,3.507035751E-01
a5344,6.422428493E+01,3.576437423E-01,5.971800046E-01,4.000167484E-01,4.208745748E-01
a5345,6.425062844E+01,3.485665021E-01,5.836150663E-01,3.930638296E-01,4.241261578E-01
a5346,6.451854842E+01,2.983645848E-01,4.977977716E-01,3.333139119E-01,3.519753105E-01
a5347,6.551018338E+01,3.020335408E-01,5.031628448E-01,3.358804066E-01,3.487398275E-01
a5348,6.564263219E+01,2.728336538E-01,4.552068008E-01,3.049959458E-01,3.243314094E-01
a5349,6.455223001E+01,4.946421401E-01,8.266674862E-01,5.532712932E-01,5.731890700E-01
a535,3.128645993E+01,4.023822502E-01,2.363645893E-01,5.681092210E-02,1.798230881E-02
a5350,6.626800022E+01,3.440839868E-01,5.764332819E-01,3.887759716E-01,4.227065439E-01
a5351,6.569470067E+01,4.570348379E-01,7.670902104E-01,5.181812117E-01,5.629930728E-01
a5352,6.607756441E+01,3.876201306E-01,6.472234693E-01,4.333591210E-01,4.542328701E-01
a5353,6.577362407E+01,4.469052815E-01,7.478027071E-01,5.021613368E-01,5.295066088E-01
a5354,6.670280697E+01,2.607219534E-01,4.349747935E-01,2.914736176E-01,3.100226688E-01
a5355,6.659603665E+01,2.827158702E-01,4.715837773E-01,3.157589461E-01,3.339047605E-01
a5356,6.620844358E+01,3.597448286E-01,6.011115575E-01,4.032622813E-01,4.274377534E-01
a5357,6.772204287E+01,2.558390736E-01,4.271265225E-01,2.866864781E-01,3.083050603E-01
a5358,6.664735240E+01,4.750961905E-01,7.937238154E-01,5.312325942E-01,5.525949991E-01
a5359,6.727373445E+01,3.496360670E-01,5.829637279E-01,3.894901273E-01,4.041756324E-01
a536,3.131919405E+01,3.784267520E-01,2.264301533E-01,5.663516618E-02,1.931388095E-02
a5360,6.760780889E+01,2.798126414E-01,4.668425261E-01,3.127917284E-01,3.327442134E-01
a5361,6.755794764E+01,2.889091240E-01,4.825136052E-01,3.238695186E-01,3.467601089E-01
a5362,6.705785887E+01,3.909200688E-01,6.528947418E-01,4.374330533E-01,4.608932688E-01
a5363,6.764228633E+01,2.723796005E-01,4.546041787E-01,3.048511680E-01,3.258787179E-01
a5364,6.719134852E+01,3.612943123E-01,6.044912446E-01,4.065920258E-01,4.362738989E-01
a5365,6.836518288E+01,3.288545254E-01,5.488506890E-01,3.676771835E-01,3.894347243E-01
a5366,6.808739727E+01,3.849926912E-01,6.429107393E-01,4.307161863E-01,4.539831156E-01
a5367,6.829649047E+01,3.425072691E-01,5.717216781E-01,3.830487058E-01,4.062318762E-01
a5368,6.822607100E+01,3.566423837E-01,5.955774268E-01,3.992149160E-01,4.224942779E-01
a5369,6.855530204E+01,2.903417561E-01,4.844254859E-01,3.245684174E-01,3.453622994E-01
a537,3.140015825E+01,3.454624451E-01,1.978335134E-01,4.473533521E-02,1.181045970E-02
a5370,6.913843624E+01,3.679386321E-01,6.168880628E-01,4.167813791E-01,4.599556845E-01
a5371,6.944303698E+01,3.134455294E-01,5.229563535E-01,3.502058443E-01,3.703552928E-01
a5372,6.894358900E+01,4.003399269E-01,6.745392491E-01,4.596886234E-01,5.218431980E-01
a5373,6.961098753E+01,2.797396239E-01,4.666072984E-01,3.124648523E-01,3.302007002E-01
a5374,6.900808115E+01,3.875563245E-01,6.528064680E-01,4.447931367E-01,5.067629234E-01
a5375,6.916426172E+01,3.646364184E-01,6.110755252E-01,4.123193826E-01,4.477069585E-01
a5376,6.948621869E+01,3.033859773E-01,5.067401565E-01,3.401338878E-01,3.635212899E-01
a5377,6.905927336E+01,3.868383486E-01,6.477315276E-01,4.362126509E-01,4.699441116E-01
a5378,6.931120213E+01,3.391197530E-01,5.661920640E-01,3.795577098E-01,4.039283386E-01
a5379,6.987912678E+01,2.244667444E-01,3.746231977E-01,2.514223707E-01,2.703609043E-01
a538,3.126145684E+01,4.309669151E-01,2.429156503E-01,5.256649469E-02,1.209409565E-02
a5380,6.754862720E+01,6.933344096E-01,1.162717129E+00,7.810569435E-01,8.142643220E-01
a5381,6.924441587E+01,3.492462192E-01,5.848152291E-01,3.941280397E-01,4.273946421E-01
a5382,7.021349015E+01,3.589432440E-01,5.994390319E-01,4.018937006E-01,4.262338700E-01
a5383,7.071810525E+01,4.553691309E-01,7.629293721E-01,5.138007056E-01,5.497955383E-01
a5384,7.144295993E+01,3.129853885E-01,5.223888993E-01,3.501217086E-01,3.715440771E-01
a5385,7.094815860E+01,3.996086638E-01,6.726852909E-01,4.578799948E-01,5.216674531E-01
a5386,6.948603999E+01,7.123276754E-01,1.191976048E+00,7.972163917E-01,8.124398965E-01
a5387,7.287748078E+01,2.261961080E-01,3.768964618E-01,2.521707460E-01,2.672559048E-01
a5388,7.210153530E+01,3.820695361E-01,6.379573852E-01,4.274586230E-01,4.509791538E-01
a5389,7.215383605E+01,5.755559241E-01,9.619440478E-01,6.436353949E-01,6.650285806E-01
a539,3.131750015E+01,3.783916818E-01,2.267383960E-01,5.712543007E-02,2.024434329E-02
a5390,7.221325134E+01,5.550343376E-01,9.308427778E-01,6.273506616E-01,6.735208804E-01
a5391,7.324262578E+01,3.525635767E-01,5.890408035E-01,3.953370086E-01,4.204328350E-01
a5392,7.352269303E+01,2.953132376E-01,4.934018237E-01,3.315266391E-01,3.570652648E-01
a5393,7.232837315E+01,7.443329375E-01,1.245765486E+00,8.333800371E-01,8.481483875E-01
a5394,7.448400187E+01,3.042532498E-01,5.077747284E-01,3.404471263E-01,3.635230251E-01
a5395,7.250841454E+01,7.042719921E-01,1.179533439E+00,7.907821826E-01,8.169978419E-01
a5396,7.406695223E+01,3.896423230E-01,6.504961081E-01,4.356698133E-01,4.572395273E-01
a5397,7.508452150E+01,3.870787761E-01,6.456442306E-01,4.317626190E-01,4.509928791E-01
a5398,7.556624709E+01,2.877280449E-01,4.802492810E-01,3.221138432E-01,3.436617381E-01
a5399,7.525951893E+01,3.486918656E-01,5.822991927E-01,3.906863349E-01,4.188036720E-01
a54,1.958882548E+00,2.289841046E-02,1.367368759E-02,3.403101279E-03,1.142253130E-03
a540,3.152202936E+01,2.733702970E-01,1.577493660E-01,3.650121498E-02,1.034976412E-02
a5400,7.529389892E+01,3.436113959E-01,5.732509019E-01,3.838166138E-01,4.054221648E-01
a5401,7.611588611E+01,3.813315473E-01,6.356666973E-01,4.246707751E-01,4.424448711E-01
a5402,7.608508258E+01,3.846854660E-01,6.423938986E-01,4.306819995E-01,4.571560597E-01
a5403,7.581360907E+01,4.251105364E-01,7.163922813E-01,4.884738112E-01,5.564143042E-01
a5404,7.544381074E+01,5.070959103E-01,8.508218007E-01,5.745213839E-01,6.237501604E-01
a5405,7.640433458E+01,3.201345027E-01,5.342590522E-01,3.581699836E-01,3.831018842E-01
a5406,7.748729128E+01,3.031938585E-01,5.059872533E-01,3.393339311E-01,3.641936729E-01
a5407,7.699044319E+01,4.015303418E-01,6.715734283E-01,4.515195055E-01,4.849335335E-01
a5408,7.754180443E+01,2.918865936E-01,4.872334408E-01,3.269651350E-01,3.521103976E-01
a5409,7.769927823E+01,2.600411208E-01,4.341620966E-01,2.915809280E-01,3.149376197E-01
a541,3.130525089E+01,3.843687792E-01,2.304612421E-01,5.840309635E-02,2.151599608E-02
a5410,7.722563581E+01,3.578020331E-01,5.967867612E-01,3.993521764E-01,4.204232148E-01
a5411,7.698291283E+01,4.039710159E-01,6.755611359E-01,4.539570188E-01,4.835979950E-01
a5412,7.702116761E+01,3.982060320E-01,6.648739031E-01,4.455153973E-01,4.702370605E-01
a5413,7.616379334E+01,5.734128554E-01,9.580894757E-01,6.410413835E-01,6.636629457E-01
a5414,7.727226904E+01,3.461678262E-01,5.782355796E-01,3.881424104E-01,4.151851481E-01
a5415,7.611812680E+01,7.844154169E-01,1.313949019E+00,8.804397697E-01,9.030689934E-01
a5416,7.722819579E+01,5.498324996E-01,9.225925316E-01,6.228595816E-01,6.765195987E-01
a5417,7.790960733E+01,4.208034235E-01,7.026238073E-01,4.707264842E-01,4.962389577E-01
a5418,7.776886645E+01,4.346787293E-01,7.320861155E-01,4.986378258E-01,5.657308772E-01
a5419,7.837712965E+01,3.260668156E-01,5.440324932E-01,3.645388829E-01,3.882321589E-01
a542,3.215812678E+01,4.772991614E-01,2.786059675E-01,6.585689970E-02,2.011119192E-02
a5420,7.892066304E+01,4.193023640E-01,6.998473886E-01,4.685206873E-01,4.916665198E-01
a5421,7.949631635E+01,3.015837073E-01,5.032689495E-01,3.374848260E-01,3.613461667E-01
a5422,7.847176870E+01,5.087873313E-01,8.503432950E-01,5.700008863E-01,5.990997917E-01
a5423,7.940715602E+01,3.211260918E-01,5.354506015E-01,3.583229348E-01,3.779443545E-01
a5424,7.930621878E+01,3.406261238E-01,5.682769046E-01,3.806513192E-01,4.042268716E-01
a5425,7.965660882E+01,4.657602340E-01,7.808144517E-01,5.268286943E-01,5.699877976E-01
a5426,8.008463399E+01,3.842643861E-01,6.417965128E-01,4.305473927E-01,4.587577192E-01
a5427,8.140872018E+01,3.189551372E-01,5.323684098E-01,3.571015089E-01,3.828547593E-01
a5428,8.151844242E+01,2.975718347E-01,4.964521059E-01,3.327663362E-01,3.547672987E-01
a5429,8.083411918E+01,4.343502693E-01,7.258920921E-01,4.871932348E-01,5.184452214E-01
a543,3.241420911E+01,3.343441703E-01,1.935444649E-01,4.499418733E-02,1.290806873E-02
a5430,8.041100350E+01,5.220124204E-01,8.720097549E-01,5.839536196E-01,6.110207039E-01
a5431,7.972031151E+01,8.698565224E-01,1.455583566E+00,9.726501925E-01,9.815982093E-01
a5432,8.049548014E+01,7.090718624E-01,1.185741607E+00,7.934168155E-01,8.162895706E-01
a5433,8.148871140E+01,5.062477851E-01,8.455587648E-01,5.662676451E-01,5.932144036E-01
a5434,8.210801223E+01,3.784668309E-01,6.327616859E-01,4.253291275E-01,4.554301210E-01
a5435,8.296297618E+01,4.097432796E-01,6.840747413E-01,4.584326204E-01,4.847731793E-01
a5436,8.255961887E+01,4.894394104E-01,8.183136173E-01,5.493223140E-01,5.833057932E-01
a5437,8.318995515E+01,3.625669364E-01,6.055708236E-01,4.064897971E-01,4.354172950E-01
a5438,8.336889651E+01,3.276734097E-01,5.467205796E-01,3.664186873E-01,3.902908115E-01
a5439,8.420330513E+01,3.607905281E-01,6.022512347E-01,4.038104331E-01,4.298426749E-01
a544,3.230133577E+01,3.885736533E-01,2.321991231E-01,5.800075416E-02,1.989069662E-02
a5440,8.423868161E+01,3.544498011E-01,5.913813095E-01,3.961545241E-01,4.193327536E-01
a5441,8.408427593E+01,3.858133601E-01,6.437902159E-01,4.311586264E-01,4.549618631E-01
a5442,8.245882052E+01,7.077195112E-01,1.187079009E+00,7.992698272E-01,8.471111359E-01
a5443,8.444270635E+01,3.143244198E-01,5.238697821E-01,3.503753132E-01,3.687241310E-01
a5444,8.371147297E+01,4.578683433E-01,7.658034339E-01,5.146921321E-01,5.501631208E-01
a5445,8.392611203E+01,4.177765297E-01,6.971389491E-01,4.667470479E-01,4.922254422E-01
a5446,8.476433563E+01,4.473248090E-01,7.480243239E-01,5.026825376E-01,5.376327038E-01
a5447,8.510036647E+01,3.825048663E-01,6.380894236E-01,4.272195871E-01,4.518196578E-01
a5448,8.401604015E+01,6.028344312E-01,1.007108531E+00,6.739602094E-01,7.000566769E-01
a5449,8.378919848E+01,6.458791139E-01,1.080672605E+00,7.249021547E-01,7.593476505E-01
a545,3.231702877E+01,3.992405827E-01,2.244949929E-01,4.834782120E-02,1.088783654E-02
a5450,8.526676267E+01,3.481716204E-01,5.809069835E-01,3.892747984E-01,4.148839320E-01
a5451,8.491580824E+01,4.214335364E-01,7.027909920E-01,4.698608647E-01,4.901063654E-01
a5452,8.481678643E+01,4.386473996E-01,7.325376728E-01,4.910972935E-01,5.209312023E-01
a5453,8.433387767E+01,5.303260041E-01,8.888854006E-01,5.993236215E-01,6.475873039E-01
